minute,sex,mean_activity
min152,female,1.3254284848484847
min152,male,1.9662499585921325
min153,female,1.3893139393939393
min153,male,2.097810455486542
min154,female,1.6349389826839826
min154,male,2.2570895652173912
min155,female,1.5104994372294371
min155,male,2.2191318426501034
min156,female,1.5507799567099567
min156,male,2.0501034161490685
min157,female,1.627078484848485
min157,male,1.9919365217391305
min158,female,1.4380874242424242
min158,male,1.9563523395445135
min159,female,1.4664954112554112
min159,male,2.3018768322981367
min16,female,3.6885067316017315
min16,male,4.4262558385093165
min160,female,1.5320804545454545
min160,male,1.865611242236025
min161,female,1.6625656926406926
min161,male,2.0299963354037267
min162,female,1.5980652813852814
min162,male,2.105367722567288
min163,female,1.4394562337662338
min163,male,2.009814761904762
min164,female,1.6473315800865802
min164,male,2.0889387577639753
min165,female,1.9650437662337663
min165,male,2.050294906832298
min166,female,1.7595127056277056
min166,male,1.636969192546584
min167,female,1.5673020562770563
min167,male,1.6203638509316771
min168,female,1.7764261904761904
min168,male,1.784283540372671
min169,female,1.477563116883117
min169,male,1.8140610351966873
min17,female,3.4719720995670995
min17,male,4.18498966873706
min170,female,1.628158658008658
min170,male,1.99268
min171,female,1.8486995238095238
min171,male,1.945142380952381
min172,female,1.6792735714285714
min172,male,2.11469751552795
min173,female,1.7531895670995672
min173,male,1.8939979710144927
min174,female,1.6480896753246752
min174,male,1.9841014492753624
min175,female,1.3987794372294373
min175,male,2.1515640579710147
min176,female,1.229780909090909
min176,male,2.0971512629399585
min177,female,1.25555841991342
min177,male,1.8163901863354037
min178,female,1.3399454112554112
min178,male,1.934315403726708
min179,female,1.4157687012987012
min179,male,1.8778004761904763
min18,female,3.324677705627706
min18,male,4.27910414078675
min180,female,1.355476212121212
min180,male,2.0632494616977226
min181,female,1.4263713203463204
min181,male,1.930883602484472
min182,female,1.541945735930736
min182,male,2.1415901035196687
min183,female,1.4693225757575759
min183,male,2.130307122153209
min184,female,1.7412236363636364
min184,male,1.94100983436853
min185,female,1.510595
min185,male,2.1176983643892338
min186,female,1.3878256926406927
min186,male,2.0122068322981366
min187,female,1.3490615584415584
min187,male,2.110545424430642
min188,female,1.2829636147186148
min188,male,1.9569606211180124
min189,female,1.5422540043290043
min189,male,1.7362276604554865
min19,female,3.178575670995671
min19,male,4.278903892339544
min190,female,1.4911858008658008
min190,male,1.8450664182194616
min191,female,1.2838474675324676
min191,male,1.7992958385093167
min192,female,1.203065974025974
min192,male,1.5941090062111802
min193,female,1.1714885064935066
min193,male,1.8433718219461697
min194,female,1.216608593073593
min194,male,1.9263724430641822
min195,female,1.5779200432900433
min195,male,1.7803957556935817
min196,female,1.4225457575757576
min196,male,1.938482132505176
min197,female,1.4240593073593073
min197,male,1.853528447204969
min198,female,1.39659
min198,male,1.7773592132505176
min199,female,1.3933151082251083
min199,male,1.7802417598343685
min2,female,3.86034341991342
min2,male,4.734870207039338
min20,female,3.0734042640692643
min20,male,4.372131904761905
min200,female,1.374197987012987
min200,male,1.7821213250517598
min201,female,1.295557380952381
min201,male,1.7480882815734988
min202,female,1.310477445887446
min202,male,1.649129751552795
min203,female,1.3058893722943723
min203,male,1.7457215320910973
min204,female,1.2300770562770562
min204,male,1.5103566045548655
min205,female,1.4196507575757575
min205,male,1.6917348861283643
min206,female,1.375765367965368
min206,male,1.7407775569358177
min207,female,1.4536163852813853
min207,male,1.835832215320911
min208,female,1.3271114502164503
min208,male,1.6003805383022773
min209,female,1.4025267965367965
min209,male,1.495575817805383
min21,female,2.8315456277056277
min21,male,4.436497577639751
min210,female,1.3323963203463203
min210,male,1.6117931469979296
min211,female,1.5501162121212122
min211,male,1.6260860248447204
min212,female,1.5290567316017316
min212,male,1.7230202070393374
min213,female,1.4330313852813854
min213,male,1.564306480331263
min214,female,1.493617857142857
min214,male,1.6152178881987578
min215,female,1.3937684632034633
min215,male,1.6017550310559006
min216,female,1.2806633766233766
min216,male,1.5199603519668736
min217,female,1.4873269047619047
min217,male,1.697393043478261
min218,female,1.48055816017316
min218,male,1.5449474741200828
min219,female,1.5573273593073593
min219,male,1.690515900621118
min22,female,2.8808378571428572
min22,male,4.583288550724638
min220,female,1.5056298484848485
min220,male,1.6207884057971014
min221,female,1.3459588961038962
min221,male,1.7169265217391305
min222,female,1.3831589393939394
min222,male,1.7279811387163562
min223,female,1.2424572294372294
min223,male,1.7258621946169772
min224,female,1.1418333982683984
min224,male,1.9713671842650105
min225,female,1.168772445887446
min225,male,1.772965900621118
min226,female,1.2419851948051948
min226,male,1.675358695652174
min227,female,1.3400708008658009
min227,male,1.647097784679089
min228,female,1.2999087445887445
min228,male,1.6417095445134575
min229,female,1.3523938311688313
min229,male,1.7461775776397515
min23,female,2.970165519480519
min23,male,4.309820786749483
min230,female,1.4285533982683982
min230,male,1.732391884057971
min231,female,1.3746111255411255
min231,male,1.8236809523809523
min232,female,1.453149805194805
min232,male,1.77941049689441
min233,female,1.4169852380952381
min233,male,1.6531021118012423
min234,female,1.4129596103896105
min234,male,1.8674325465838508
min235,female,1.3469912554112553
min235,male,1.8056444720496894
min236,female,1.2438718614718614
min236,male,1.838058778467909
min237,female,1.2124489177489177
min237,male,1.7497644927536231
min238,female,1.2590690476190476
min238,male,1.5803679917184266
min239,female,1.2436480303030302
min239,male,1.6272119047619047
min24,female,3.0158358874458875
min24,male,4.228874741200828
min240,female,1.1596158441558442
min240,male,1.4384001242236024
min241,female,1.359486948051948
min241,male,1.799096811594203
min242,female,1.2402814935064934
min242,male,1.8619548447204968
min243,female,1.3717927272727273
min243,male,1.7678405175983436
min244,female,1.347687380952381
min244,male,1.6547790062111802
min245,female,1.1033750432900433
min245,male,1.5933406004140787
min246,female,1.2265065367965369
min246,male,1.4615421739130434
min247,female,1.0854301731601732
min247,male,1.563313602484472
min248,female,1.202262012987013
min248,male,1.534631635610766
min249,female,1.1465260173160172
min249,male,1.493870248447205
min25,female,3.1911338744588744
min25,male,4.115468695652174
min250,female,1.257601038961039
min250,male,1.3683222360248448
min251,female,1.2666164285714285
min251,male,1.2848454451345757
min252,female,1.147233593073593
min252,male,1.7052520910973086
min253,female,1.108372619047619
min253,male,1.5257725879917183
min254,female,1.264019264069264
min254,male,1.5524379089026914
min255,female,1.1906831818181818
min255,male,1.586058447204969
min256,female,1.3816552813852814
min256,male,1.5340725258799173
min257,female,1.1474135497835498
min257,male,1.4435323395445134
min258,female,1.3133753246753246
min258,male,1.4037518426501034
min259,female,1.301033051948052
min259,male,1.3782387577639752
min26,female,3.0703945454545454
min26,male,4.046079378881988
min260,female,1.2961919696969697
min260,male,1.3563733954451345
min261,female,1.259440238095238
min261,male,1.4071181780538302
min262,female,1.1616447619047618
min262,male,1.667184761904762
min263,female,1.178833722943723
min263,male,1.5184792132505176
min264,female,1.2547130952380954
min264,male,1.532361801242236
min265,female,1.1564858658008657
min265,male,1.471343933747412
min266,female,1.0809452813852813
min266,male,1.5976554451345755
min267,female,1.065288961038961
min267,male,1.372558426501035
min268,female,1.0026063636363636
min268,male,1.365040745341615
min269,female,1.0350884199134198
min269,male,1.6144412215320911
min27,female,3.2511615367965367
min27,male,3.842845175983437
min270,female,0.9960231601731602
min270,male,1.3959474534161491
min271,female,1.332147748917749
min271,male,1.6094419668737059
min272,female,0.9892870995670996
min272,male,1.5135563561076604
min273,female,1.0382021428571429
min273,male,1.477254182194617
min274,female,0.9201027272727272
min274,male,1.6601756107660455
min275,female,1.0399126190476191
min275,male,1.5366271014492754
min276,female,1.2164385497835497
min276,male,1.5263666045548654
min277,female,1.32977829004329
min277,male,1.530039420289855
min278,female,1.1844712121212122
min278,male,1.4685960248447205
min279,female,1.0074344805194806
min279,male,1.8585835610766046
min28,female,3.127538225108225
min28,male,3.7897586335403726
min280,female,1.0130174675324675
min280,male,1.477567639751553
min281,female,0.9131994588744589
min281,male,1.6511371842650104
min282,female,1.3323163852813853
min282,male,1.833457287784679
min283,female,1.1894004545454546
min283,male,1.7880423395445135
min284,female,0.9795907792207792
min284,male,1.9000602070393373
min285,female,1.045080735930736
min285,male,1.7153116770186336
min286,female,1.2968927272727273
min286,male,1.690237225672878
min287,female,1.3380832467532466
min287,male,1.565825238095238
min288,female,1.4788327922077922
min288,male,1.7098147204968943
min289,female,1.417146471861472
min289,male,1.666852298136646
min29,female,3.0536800432900435
min29,male,4.219574430641822
min290,female,1.4129574025974025
min290,male,1.7600625465838509
min291,female,1.399399935064935
min291,male,1.4722882194616977
min292,female,1.3091542857142857
min292,male,1.6607466045548653
min293,female,1.2464382683982684
min293,male,1.7188994824016564
min294,female,1.4929061904761904
min294,male,1.7390736853002071
min295,female,1.4357776406926408
min295,male,1.908764182194617
min296,female,1.5362044805194806
min296,male,1.7357344927536231
min297,female,1.3820711904761906
min297,male,1.7633406004140786
min298,female,1.5480711904761904
min298,male,2.0659940579710145
min299,female,1.4814319913419913
min299,male,1.922980724637681
min3,female,3.808249393939394
min3,male,4.450844057971015
min30,female,3.059689761904762
min30,male,4.066364906832298
min300,female,1.5687394588744588
min300,male,2.0369459627329194
min301,female,1.9907031168831169
min301,male,2.221024534161491
min302,female,1.714246774891775
min302,male,2.2507521739130434
min303,female,1.558002251082251
min303,male,2.0168341614906833
min304,female,1.5293583982683983
min304,male,2.174208033126294
min305,female,1.7128032467532468
min305,male,2.070169440993789
min306,female,1.6096654761904763
min306,male,2.329279979296066
min307,female,1.6036988095238094
min307,male,2.0905934782608697
min308,female,1.6890533982683984
min308,male,2.1907377225672877
min309,female,1.6617214935064935
min309,male,2.299767370600414
min31,female,2.9729165367965367
min31,male,4.051281221532091
min310,female,1.7231566883116882
min310,male,2.427200600414079
min311,female,1.9765056493506492
min311,male,2.3198572670807454
min312,female,2.169921298701299
min312,male,2.4551684679089028
min313,female,1.969132683982684
min313,male,2.1609546997929607
min314,female,1.846000606060606
min314,male,2.4225020082815734
min315,female,1.6978435714285713
min315,male,2.5038719047619047
min316,female,1.8585288095238095
min316,male,2.4661056935817807
min317,female,1.8256238528138529
min317,male,2.369420434782609
min318,female,1.811028181818182
min318,male,2.2987569358178055
min319,female,2.100862316017316
min319,male,2.3913867494824017
min32,female,3.4574234415584417
min32,male,3.9993288612836437
min320,female,2.2609645238095237
min320,male,2.356389606625259
min321,female,2.2034406493506493
min321,male,2.5887718633540375
min322,female,2.3728335714285715
min322,male,2.5943761697722567
min323,female,2.006420432900433
min323,male,2.6321168737060043
min324,female,2.2081389610389612
min324,male,2.522702525879917
min325,female,2.3030767316017315
min325,male,2.6952860248447204
min326,female,2.464643896103896
min326,male,2.657209358178054
min327,female,2.4178966233766235
min327,male,2.540325320910973
min328,female,2.5931613203463204
min328,male,2.5094915942028986
min329,female,2.8096901515151513
min329,male,2.5176156107660455
min33,female,3.0741119264069265
min33,male,3.724257308488613
min330,female,2.775519199134199
min330,male,2.5521106832298135
min331,female,2.7904874025974027
min331,male,2.8531342443064185
min332,female,2.992590909090909
min332,male,2.5757636438923397
min333,female,2.857059502164502
min333,male,2.2714864389233953
min334,female,2.9698690692640692
min334,male,2.4939547412008283
min335,female,2.7047659956709955
min335,male,2.4813513871635613
min336,female,2.808139891774892
min336,male,2.4478413664596275
min337,female,2.780076341991342
min337,male,2.561553933747412
min338,female,3.150197922077922
min338,male,2.5779898757763977
min339,female,3.329478398268398
min339,male,2.7734485507246376
min34,female,2.877788722943723
min34,male,4.14795132505176
min340,female,3.114870606060606
min340,male,2.649367329192547
min341,female,3.152722142857143
min341,male,2.685365320910973
min342,female,3.2149320995670996
min342,male,2.7850283022774325
min343,female,3.1964193290043292
min343,male,2.8837015734989646
min344,female,3.2485096103896103
min344,male,2.9862558385093165
min345,female,3.301054805194805
min345,male,2.787073291925466
min346,female,3.267435930735931
min346,male,2.925317929606625
min347,female,3.382244632034632
min347,male,2.7601143064182194
min348,female,3.2889541991341993
min348,male,2.674783768115942
min349,female,3.430273961038961
min349,male,2.9111291511387165
min35,female,3.125678852813853
min35,male,3.8398819254658383
min350,female,3.228280844155844
min350,male,2.785053354037267
min351,female,3.6624852813852815
min351,male,3.060320351966874
min352,female,3.722177619047619
min352,male,3.060017950310559
min353,female,3.8313958658008658
min353,male,3.0070378881987576
min354,female,3.867913961038961
min354,male,2.8674455486542443
min355,female,3.701816948051948
min355,male,2.918039648033126
min356,female,3.4839610389610387
min356,male,3.0480929813664597
min357,female,3.3518088095238094
min357,male,3.400910766045549
min358,female,3.830151406926407
min358,male,3.154561635610766
min359,female,4.175831818181818
min359,male,3.5100210144927537
min36,female,2.815272077922078
min36,male,3.7004466252587993
min360,female,4.036048095238095
min360,male,3.4156175983436854
min361,female,4.128566493506494
min361,male,4.009463995859213
min362,female,3.752002683982684
min362,male,3.845594078674948
min363,female,3.974843051948052
min363,male,3.651538198757764
min364,female,4.1453666017316015
min364,male,3.666078923395445
min365,female,3.8806020995670996
min365,male,3.5173187370600414
min366,female,4.232883874458874
min366,male,3.7272461904761904
min367,female,4.168445974025974
min367,male,3.9606310351966876
min368,female,4.230213376623377
min368,male,4.119955134575569
min369,female,4.206773463203463
min369,male,4.419899710144928
min37,female,3.0430924025974027
min37,male,3.7551052795031055
min370,female,4.192792186147186
min370,male,4.178566169772257
min371,female,4.447177251082251
min371,male,4.559586149068323
min372,female,4.207465995670995
min372,male,4.226756728778468
min373,female,4.420387337662338
min373,male,4.078641904761905
min374,female,4.554541904761905
min374,male,3.9785164803312627
min375,female,4.792215238095238
min375,male,4.312103374741201
min376,female,4.563595151515152
min376,male,4.574520227743271
min377,female,4.604102489177489
min377,male,4.512355300207039
min378,female,4.828209350649351
min378,male,4.71142115942029
min379,female,4.846715930735931
min379,male,4.606565631469979
min38,female,2.940241212121212
min38,male,3.905521801242236
min380,female,4.762244393939394
min380,male,4.771476004140787
min381,female,4.768272922077922
min381,male,4.844826501035197
min382,female,5.0112828787878785
min382,male,4.663082960662526
min383,female,5.053988809523809
min383,male,4.538399213250518
min384,female,5.069219220779221
min384,male,4.569347060041408
min385,female,4.807306385281385
min385,male,4.770649420289855
min386,female,5.255225454545455
min386,male,4.883954347826087
min387,female,5.296560909090909
min387,male,4.795790269151139
min388,female,5.41196987012987
min388,male,4.696872132505176
min389,female,5.236745735930736
min389,male,4.777124451345756
min39,female,3.057370800865801
min39,male,4.101626169772257
min390,female,5.426759805194806
min390,male,4.885040476190476
min391,female,5.556865497835497
min391,male,5.081458240165632
min392,female,5.3680482034632035
min392,male,5.239141242236025
min393,female,5.7559115151515154
min393,male,4.999591200828157
min394,female,5.712825865800866
min394,male,4.712073457556936
min395,female,5.726687012987012
min395,male,4.926458799171843
min396,female,5.478095346320346
min396,male,4.893553146997929
min397,female,5.799892748917749
min397,male,4.849111904761905
min398,female,5.885365108225108
min398,male,5.371644761904761
min399,female,5.7174919913419915
min399,male,5.56134149068323
min4,female,4.1051724675324675
min4,male,4.392717888198757
min40,female,3.0938451948051946
min40,male,3.8822406211180125
min400,female,5.899687077922078
min400,male,5.572215113871636
min401,female,6.115356363636364
min401,male,5.511317660455487
min402,female,6.2898222077922075
min402,male,5.450000621118012
min403,female,5.886876038961039
min403,male,5.522438757763975
min404,female,6.490662467532467
min404,male,5.430465755693581
min405,female,6.683976753246753
min405,male,5.8716329606625255
min406,female,6.8316740909090905
min406,male,5.969322070393375
min407,female,7.018694047619047
min407,male,5.999179440993789
min408,female,7.26829303030303
min408,male,6.036698281573499
min409,female,7.206318701298701
min409,male,5.848670144927536
min41,female,2.81020696969697
min41,male,3.6441198757763975
min410,female,7.227941298701299
min410,male,5.58513430641822
min411,female,7.050010411255411
min411,male,5.754632091097308
min412,female,7.432860432900433
min412,male,5.856777991718427
min413,female,7.348346385281386
min413,male,5.78421950310559
min414,female,7.475614047619048
min414,male,5.691789109730849
min415,female,7.557038614718614
min415,male,5.743159855072464
min416,female,7.387751406926407
min416,male,5.808070289855072
min417,female,7.645850995670996
min417,male,5.868912857142857
min418,female,7.656463658008658
min418,male,5.835459958592132
min419,female,7.791525844155844
min419,male,5.940620952380953
min42,female,2.9003619696969696
min42,male,3.6465374120082816
min420,female,8.165595432900433
min420,male,6.151451242236025
min421,female,8.0937108008658
min421,male,6.6557509937888195
min422,female,7.999564761904762
min422,male,6.244027598343686
min423,female,7.865880476190476
min423,male,6.240804099378882
min424,female,8.329986904761904
min424,male,6.098897329192547
min425,female,7.967000779220779
min425,male,6.669620517598344
min426,female,8.147633506493506
min426,male,6.616722463768116
min427,female,8.045886125541125
min427,male,6.814353706004141
min428,female,7.96217367965368
min428,male,7.08380917184265
min429,female,8.08329883116883
min429,male,6.643014430641822
min43,female,2.9029564718614718
min43,male,3.575590579710145
min430,female,8.28205225108225
min430,male,6.926729958592133
min431,female,8.548201818181818
min431,male,7.150219026915114
min432,female,8.635211038961039
min432,male,6.593994575569358
min433,female,9.09918880952381
min433,male,6.732285734989648
min434,female,8.373107186147186
min434,male,6.895374679089027
min435,female,8.817469956709957
min435,male,6.870569440993789
min436,female,8.72745658008658
min436,male,7.1938696894409935
min437,female,9.144800670995672
min437,male,7.2791461076604556
min438,female,8.983580432900434
min438,male,7.617130973084886
min439,female,9.235990995670996
min439,male,7.514534741200828
min44,female,2.8025136363636363
min44,male,3.535870807453416
min440,female,8.95314645021645
min440,male,7.3016188198757765
min441,female,9.06842287878788
min441,male,7.647537204968944
min442,female,8.574476255411255
min442,male,7.529009523809524
min443,female,9.036249891774892
min443,male,8.063580683229814
min444,female,9.103344134199133
min444,male,8.342107204968944
min445,female,8.915129415584415
min445,male,8.080165590062112
min446,female,8.888905844155845
min446,male,8.06124099378882
min447,female,9.292793722943722
min447,male,8.078660538302277
min448,female,9.309972792207793
min448,male,8.402025010351966
min449,female,9.178297965367966
min449,male,8.312157929606625
min45,female,2.5835465800865802
min45,male,3.3859522360248446
min450,female,9.478402922077922
min450,male,8.020133913043479
min451,female,9.728732554112554
min451,male,8.26284585921325
min452,female,9.6012929004329
min452,male,8.552449275362319
min453,female,9.465109242424242
min453,male,8.453985383022774
min454,female,9.418322597402597
min454,male,8.50912977225673
min455,female,9.772536991341992
min455,male,8.147449544513458
min456,female,9.829102142857144
min456,male,8.9346949068322985
min457,female,10.203690173160172
min457,male,8.346614782608695
min458,female,10.417532034632034
min458,male,8.371802629399586
min459,female,10.497562987012987
min459,male,8.172093623188406
min46,female,2.799353354978355
min46,male,3.2402485714285714
min460,female,9.903896818181819
min460,male,8.254513126293997
min461,female,10.223630303030303
min461,male,8.256764057971015
min462,female,10.531458506493507
min462,male,8.579704554865424
min463,female,10.424837770562771
min463,male,8.541630103519669
min464,female,10.353421645021646
min464,male,8.367799461697723
min465,female,10.329884177489177
min465,male,8.599473333333334
min466,female,10.188930108225108
min466,male,8.720880269151138
min467,female,10.700850865800867
min467,male,8.760961677018633
min468,female,9.901823311688311
min468,male,8.930806418219461
min469,female,9.723173051948052
min469,male,9.220147474120083
min47,female,2.755940909090909
min47,male,3.418151449275362
min470,female,10.01957683982684
min470,male,9.022773291925466
min471,female,10.527590844155844
min471,male,9.20420745341615
min472,female,10.280685562770563
min472,male,9.029603519668736
min473,female,10.733772965367965
min473,male,9.19615347826087
min474,female,10.53769722943723
min474,male,8.90124977225673
min475,female,10.522308008658008
min475,male,8.743283002070394
min476,female,10.716933484848484
min476,male,9.315269648033127
min477,female,10.43947658008658
min477,male,9.364023354037267
min478,female,10.308242813852814
min478,male,9.352003995859214
min479,female,10.548906991341992
min479,male,9.080925569358179
min48,female,2.6742063852813853
min48,male,3.1326674948240165
min480,female,10.605542294372295
min480,male,9.173236521739131
min481,female,10.731681623376623
min481,male,9.860168198757764
min482,female,10.606206688311689
min482,male,9.464479565217392
min483,female,11.060952402597403
min483,male,9.287358115942029
min484,female,11.35271974025974
min484,male,9.788741035196688
min485,female,10.959707294372294
min485,male,9.680473229813664
min486,female,10.9270837012987
min486,male,9.354674161490683
min487,female,10.900435822510822
min487,male,9.248015113871636
min488,female,11.345947857142857
min488,male,9.52800939958592
min489,female,11.027620476190476
min489,male,9.401041325051759
min49,female,2.7103095887445887
min49,male,3.4427722360248447
min490,female,11.05857683982684
min490,male,9.929966811594204
min491,female,10.53048816017316
min491,male,9.164297805383022
min492,female,11.06109683982684
min492,male,9.636138819875777
min493,female,11.596402554112554
min493,male,9.70813066252588
min494,female,11.426046168831169
min494,male,9.88778801242236
min495,female,11.54931880952381
min495,male,9.504790745341614
min496,female,11.639064025974026
min496,male,9.329015320910973
min497,female,11.50787012987013
min497,male,9.498660910973085
min498,female,11.24913906926407
min498,male,9.361526107660456
min499,female,10.791766255411256
min499,male,9.736714844720497
min5,female,3.809657316017316
min5,male,4.44191115942029
min50,female,2.798796883116883
min50,male,3.2859357763975154
min500,female,11.163205432900433
min500,male,9.829239979296066
min501,female,11.180202337662339
min501,male,10.541538861283644
min502,female,11.555360476190476
min502,male,10.68951175983437
min503,female,11.34670590909091
min503,male,10.360126376811595
min504,female,11.729232575757576
min504,male,10.109523209109732
min505,female,11.789301038961039
min505,male,10.186467660455486
min506,female,11.714153766233766
min506,male,10.61525652173913
min507,female,11.47919816017316
min507,male,10.251571739130435
min508,female,11.735722164502164
min508,male,10.484569109730849
min509,female,11.672372077922079
min509,male,10.36593536231884
min51,female,3.009665800865801
min51,male,3.4267945341614907
min510,female,12.0112562987013
min510,male,10.620141635610766
min511,female,12.282915173160173
min511,male,11.12171275362319
min512,female,12.042092445887446
min512,male,11.014235797101449
min513,female,12.499278225108226
min513,male,11.217549399585922
min514,female,12.305081515151516
min514,male,10.523529151138716
min515,female,12.43434800865801
min515,male,10.537063602484473
min516,female,12.660776082251083
min516,male,10.115560931677019
min517,female,12.372775606060607
min517,male,10.01318745341615
min518,female,12.383500909090909
min518,male,10.071428157349896
min519,female,13.078426168831168
min519,male,10.386222111801242
min52,female,2.6297110173160174
min52,male,3.4312673291925466
min520,female,12.557608506493507
min520,male,10.647540269151138
min521,female,12.638829155844157
min521,male,10.80231314699793
min522,female,12.44312051948052
min522,male,10.696752215320911
min523,female,12.735290606060605
min523,male,10.36060701863354
min524,female,12.464803874458875
min524,male,10.62820049689441
min525,female,12.620067683982684
min525,male,10.871181180124223
min526,female,12.435097705627706
min526,male,10.646049751552795
min527,female,12.717944978354979
min527,male,10.887848053830227
min528,female,12.534054415584416
min528,male,10.608638985507246
min529,female,12.932912662337662
min529,male,10.158511138716356
min53,female,2.626758982683983
min53,male,3.6701778053830227
min530,female,12.703324242424243
min530,male,10.49725238095238
min531,female,13.341043636363636
min531,male,10.63013093167702
min532,female,13.097450216450216
min532,male,10.32835182194617
min533,female,13.081093160173161
min533,male,10.710853685300206
min534,female,13.092343181818181
min534,male,10.48997258799172
min535,female,13.17633512987013
min535,male,10.907811718426501
min536,female,13.111738441558442
min536,male,11.138601925465839
min537,female,13.514822532467532
min537,male,10.572746542443065
min538,female,13.449812857142858
min538,male,10.626635403726707
min539,female,13.5170337012987
min539,male,10.600246418219461
min54,female,2.797517943722944
min54,male,3.831409192546584
min540,female,13.187525281385282
min540,male,10.552354554865424
min541,female,13.564799329004328
min541,male,11.224693933747412
min542,female,13.684007424242424
min542,male,11.056540745341614
min543,female,13.740492186147186
min543,male,11.339874554865425
min544,female,13.892888852813853
min544,male,11.179070269151138
min545,female,13.450360757575758
min545,male,10.99570877846791
min546,female,13.569097792207792
min546,male,11.410974658385094
min547,female,13.676588636363636
min547,male,11.136570952380952
min548,female,14.033229134199134
min548,male,11.696837908902692
min549,female,14.141068722943723
min549,male,11.450633271221532
min55,female,2.729592012987013
min55,male,3.897001966873706
min550,female,14.057917467532468
min550,male,11.299895300207039
min551,female,13.547879913419914
min551,male,10.69232221532091
min552,female,13.18828735930736
min552,male,11.144503747412008
min553,female,13.244876601731601
min553,male,11.458096086956521
min554,female,12.98898619047619
min554,male,11.601273830227743
min555,female,13.345836406926407
min555,male,11.87210519668737
min556,female,13.437269307359307
min556,male,11.720380414078676
min557,female,13.951171406926408
min557,male,11.504756956521739
min558,female,13.667002012987012
min558,male,11.657537370600414
min559,female,13.651645367965369
min559,male,11.797303706004142
min56,female,2.6001590043290044
min56,male,3.6090116977225675
min560,female,13.400993398268398
min560,male,11.520998716356107
min561,female,13.124297619047619
min561,male,11.591376418219461
min562,female,13.383844047619048
min562,male,11.921039378881988
min563,female,13.529561406926407
min563,male,11.893087204968944
min564,female,13.526366363636363
min564,male,11.381419813664596
min565,female,13.145801406926406
min565,male,11.324400538302278
min566,female,13.082894696969698
min566,male,11.55380016563147
min567,female,13.382869913419913
min567,male,11.391618322981365
min568,female,13.656830974025974
min568,male,12.158654824016564
min569,female,13.709128311688312
min569,male,12.046233188405797
min57,female,2.611334567099567
min57,male,3.504668281573499
min570,female,13.87452551948052
min570,male,11.60811
min571,female,13.386283398268398
min571,male,11.848998157349897
min572,female,13.425238614718614
min572,male,12.107968157349896
min573,female,13.836816103896105
min573,male,11.87620022774327
min574,female,13.180459264069263
min574,male,12.145550579710145
min575,female,13.02449735930736
min575,male,11.812101677018633
min576,female,13.089694805194805
min576,male,11.451841946169772
min577,female,13.015189545454545
min577,male,11.378715238095237
min578,female,13.525195346320347
min578,male,11.579277287784679
min579,female,13.62763251082251
min579,male,11.457838364389234
min58,female,2.4990939393939393
min58,male,3.563856563146998
min580,female,14.228902554112555
min580,male,11.8084517184265
min581,female,13.81590025974026
min581,male,11.764925714285715
min582,female,14.05807067099567
min582,male,11.789397826086956
min583,female,14.107127012987013
min583,male,11.62417132505176
min584,female,13.980993268398269
min584,male,11.735209855072464
min585,female,13.928870865800866
min585,male,12.013254596273292
min586,female,13.869973268398269
min586,male,12.308439585921326
min587,female,14.316802489177489
min587,male,12.099430807453416
min588,female,14.012539372294372
min588,male,12.277578364389234
min589,female,14.344055497835498
min589,male,12.061019151138716
min59,female,2.4638388744588746
min59,male,3.5041373291925466
min590,female,14.130733809523809
min590,male,12.077914347826088
min591,female,13.953920541125541
min591,male,12.544703602484471
min592,female,14.341256471861472
min592,male,12.278196438923395
min593,female,13.467361147186146
min593,male,11.662988695652174
min594,female,13.37718106060606
min594,male,12.232914430641822
min595,female,13.029404805194805
min595,male,11.827510020703935
min596,female,12.924831883116884
min596,male,11.870516314699794
min597,female,13.735452272727272
min597,male,11.603891946169773
min598,female,13.821340735930736
min598,male,11.804415879917185
min599,female,13.390786103896104
min599,male,11.880308281573498
min6,female,4.1583573593073595
min6,male,4.246170476190477
min60,female,2.494556147186147
min60,male,3.434360745341615
min600,female,13.391334978354978
min600,male,11.964249213250518
min601,female,13.437016233766235
min601,male,11.672140082815735
min602,female,13.574002922077922
min602,male,12.038276687370601
min603,female,13.34135606060606
min603,male,11.866144803312629
min604,female,13.456771363636364
min604,male,11.991597391304348
min605,female,13.221271017316017
min605,male,11.988875217391303
min606,female,13.308308744588745
min606,male,11.846412732919255
min607,female,13.590724025974026
min607,male,11.705357639751552
min608,female,13.284363744588745
min608,male,11.79987890269151
min609,female,13.140081168831168
min609,male,11.927296832298136
min61,female,2.6897892857142858
min61,male,3.4186349689440996
min610,female,12.819573463203463
min610,male,11.8935150310559
min611,female,13.03293987012987
min611,male,11.876569254658385
min612,female,13.348740692640693
min612,male,11.48939530020704
min613,female,12.868162337662337
min613,male,11.774869233954451
min614,female,13.326118246753246
min614,male,11.572338881987578
min615,female,13.186194415584415
min615,male,11.645586107660456
min616,female,12.998251017316017
min616,male,12.163196501035197
min617,female,13.082446558441559
min617,male,11.736554699792961
min618,female,12.944558463203464
min618,male,11.8383216563147
min619,female,13.334306406926407
min619,male,11.62263867494824
min62,female,2.648027792207792
min62,male,3.2334724844720495
min620,female,13.167934437229437
min620,male,11.787446935817805
min621,female,13.187791125541125
min621,male,11.904575962732919
min622,female,13.480608333333333
min622,male,11.796155424430642
min623,female,13.73608142857143
min623,male,12.103592173913043
min624,female,13.600861883116883
min624,male,12.055954761904761
