minute,sex,mean_activity
min625,female,14.016911168831168
min625,male,12.077811262939958
min626,female,14.339205865800865
min626,male,11.736372567287784
min627,female,14.272180346320347
min627,male,12.02547175983437
min628,female,14.075517640692642
min628,male,12.23652983436853
min629,female,14.297333441558441
min629,male,12.56136033126294
min63,female,2.495190562770563
min63,male,3.395986563146998
min630,female,14.377015043290044
min630,male,12.016563395445134
min631,female,14.374357186147186
min631,male,12.324451594202898
min632,female,14.630073225108225
min632,male,12.144957722567288
min633,female,14.419148982683982
min633,male,12.333864575569358
min634,female,13.803339653679654
min634,male,12.340677204968944
min635,female,13.768176168831168
min635,male,12.442261097308489
min636,female,14.035124891774892
min636,male,12.604613022774327
min637,female,13.916097770562772
min637,male,12.423074244306418
min638,female,13.785274025974026
min638,male,12.069272546583852
min639,female,14.289513354978356
min639,male,12.613269254658386
min64,female,2.6372232683982686
min64,male,3.3951123395445135
min640,female,14.032055670995671
min640,male,12.81346033126294
min641,female,14.207195584415585
min641,male,12.432175507246377
min642,female,14.526795064935065
min642,male,12.948689565217391
min643,female,13.911673939393939
min643,male,12.679877163561077
min644,female,14.462944004329005
min644,male,13.024546376811594
min645,female,13.892488116883117
min645,male,12.979844658385094
min646,female,14.03595658008658
min646,male,12.747723623188406
min647,female,13.940797727272727
min647,male,12.579416956521738
min648,female,14.307570043290044
min648,male,13.136332836438923
min649,female,13.447040043290043
min649,male,13.749517329192546
min65,female,2.3755607142857142
min65,male,3.461896086956522
min650,female,13.698028874458874
min650,male,13.329496045548654
min651,female,13.791320887445888
min651,male,13.270337929606626
min652,female,13.559511233766234
min652,male,13.326674886128364
min653,female,13.868080822510823
min653,male,13.06393585921325
min654,female,14.326746731601732
min654,male,13.330274140786749
min655,female,14.372468896103896
min655,male,13.059643084886128
min656,female,14.000727294372295
min656,male,12.837304409937888
min657,female,13.818409783549784
min657,male,12.67574652173913
min658,female,14.13299670995671
min658,male,12.638952629399586
min659,female,13.854158441558441
min659,male,12.941009026915113
min66,female,2.6420667316017314
min66,male,3.28826215320911
min660,female,14.242710541125541
min660,male,12.599839544513458
min661,female,14.082480606060606
min661,male,12.797573788819875
min662,female,14.212438701298701
min662,male,13.226233850931678
min663,female,14.004903744588745
min663,male,12.704145900621118
min664,female,14.029131255411256
min664,male,12.815172774327122
min665,female,13.858402878787878
min665,male,12.78601585921325
min666,female,13.71754564935065
min666,male,12.750299958592132
min667,female,13.762663571428572
min667,male,12.675641532091097
min668,female,13.790990757575758
min668,male,13.065814989648032
min669,female,13.84617974025974
min669,male,13.114053333333333
min67,female,2.721246818181818
min67,male,3.195994782608696
min670,female,14.385046666666666
min670,male,13.116484182194617
min671,female,14.086114025974027
min671,male,13.336724492753623
min672,female,14.392906731601732
min672,male,13.108979979296066
min673,female,14.000361926406926
min673,male,12.850472215320911
min674,female,13.834873376623376
min674,male,12.736246149068323
min675,female,14.096054632034631
min675,male,12.569838737060042
min676,female,13.592036948051948
min676,male,13.188638902691512
min677,female,13.415675216450216
min677,male,13.145965320910973
min678,female,13.659831471861471
min678,male,12.846704596273291
min679,female,13.329236038961039
min679,male,12.582687225672878
min68,female,2.664441298701299
min68,male,3.068505258799172
min680,female,13.50395409090909
min680,male,12.672751138716356
min681,female,14.228482164502164
min681,male,12.92713685300207
min682,female,13.952182813852813
min682,male,13.375423561076605
min683,female,13.692584307359308
min683,male,12.977712587991718
min684,female,13.789955238095239
min684,male,12.597131821946169
min685,female,13.881120649350649
min685,male,12.675045155279504
min686,female,14.314011666666667
min686,male,13.099791573498965
min687,female,14.296211818181819
min687,male,13.205363788819875
min688,female,14.072730952380953
min688,male,12.866542608695653
min689,female,14.041053831168831
min689,male,12.730742774327123
min69,female,2.854795173160173
min69,male,3.2005704761904763
min690,female,14.384547445887446
min690,male,12.546327577639751
min691,female,13.789306017316017
min691,male,13.405394596273291
min692,female,13.718134523809525
min692,male,12.719586563146997
min693,female,13.176106406926408
min693,male,12.401752732919254
min694,female,13.317213073593074
min694,male,12.33530055900621
min695,female,13.52782274891775
min695,male,12.860510724637681
min696,female,13.888592164502164
min696,male,12.763969254658385
min697,female,13.961051038961038
min697,male,12.503243602484472
min698,female,14.164755995670996
min698,male,12.889738157349896
min699,female,13.558290216450217
min699,male,12.481627639751553
min7,female,4.02914132034632
min7,male,4.616344782608696
min70,female,2.566722510822511
min70,male,3.1324578881987577
min700,female,13.5546662987013
min700,male,13.06222734989648
min701,female,13.484325692640693
min701,male,12.997966066252589
min702,female,13.555622575757576
min702,male,12.819768964803313
min703,female,13.867187142857142
min703,male,12.768985383022775
min704,female,13.5368929004329
min704,male,13.030703519668737
min705,female,13.868513852813853
min705,male,13.055391677018633
min706,female,13.437165714285713
min706,male,13.333698861283644
min707,female,14.099727532467533
min707,male,13.661093830227744
min708,female,14.429209177489177
min708,male,13.228857267080745
min709,female,14.482480238095238
min709,male,13.262102401656314
min71,female,2.400878593073593
min71,male,3.1422826708074534
min710,female,14.584482337662337
min710,male,13.565004244306419
min711,female,14.644586471861471
min711,male,13.202058302277432
min712,female,14.20517816017316
min712,male,13.427214244306418
min713,female,14.642048593073593
min713,male,13.149788488612836
min714,female,14.349191471861472
min714,male,13.550878467908902
min715,female,14.079644047619047
min715,male,13.473449151138716
min716,female,14.443441493506494
min716,male,13.321407370600413
min717,female,14.454794415584416
min717,male,13.644901262939959
min718,female,14.234417272727272
min718,male,13.033216293995858
min719,female,14.22713145021645
min719,male,13.14668115942029
min72,female,2.5227188528138527
min72,male,3.3358583850931676
min720,female,14.401638939393939
min720,male,12.959775383022775
min721,female,14.672727943722943
min721,male,13.166032919254658
min722,female,14.090945324675324
min722,male,13.151494720496894
min723,female,14.390834523809524
min723,male,13.284284285714286
min724,female,14.456208744588745
min724,male,12.967479440993788
min725,female,14.687392878787879
min725,male,12.815016252587991
min726,female,14.160878246753247
min726,male,12.600809089026916
min727,female,13.922398268398268
min727,male,13.029266376811593
min728,female,14.085536082251082
min728,male,13.3987066873706
min729,female,14.454783441558442
min729,male,13.154906211180124
min73,female,2.5022988311688312
min73,male,3.2068918633540373
min730,female,14.06774590909091
min730,male,12.597441387163562
min731,female,13.819752965367966
min731,male,13.155599378881988
min732,female,13.923966212121211
min732,male,13.30178221532091
min733,female,13.785066125541125
min733,male,13.030892008281574
min734,female,14.406481753246753
min734,male,13.04941155279503
min735,female,14.260087770562771
min735,male,12.81282695652174
min736,female,14.338197532467532
min736,male,12.959725072463767
min737,female,14.080142467532468
min737,male,12.676488198757763
min738,female,14.026626796536796
min738,male,12.846359917184264
min739,female,13.842261298701299
min739,male,12.998495093167701
min74,female,2.426365303030303
min74,male,2.843771469979296
min740,female,13.77488158008658
min740,male,12.992132608695652
min741,female,13.78650329004329
min741,male,13.019413188405798
min742,female,14.139593636363637
min742,male,13.060528550724637
min743,female,14.295367813852813
min743,male,13.442267971014493
min744,female,14.127743831168832
min744,male,12.944229544513458
min745,female,13.892886666666666
min745,male,12.727199192546584
min746,female,14.280856666666667
min746,male,12.890343933747411
min747,female,14.104642077922078
min747,male,12.769553871635612
min748,female,14.197624913419913
min748,male,12.638825093167702
min749,female,13.999368961038961
min749,male,12.70964619047619
min75,female,2.2621300216450217
min75,male,3.2050232298136647
min750,female,13.99009735930736
min750,male,13.135392774327123
min751,female,13.986733116883117
min751,male,12.825739917184265
min752,female,13.916866017316018
min752,male,13.020208633540372
min753,female,13.935308398268399
min753,male,13.014970186335404
min754,female,13.975688484848485
min754,male,12.89751734989648
min755,female,14.378951298701299
min755,male,13.109631635610766
min756,female,14.113309956709957
min756,male,12.963825921325052
min757,female,14.329682857142856
min757,male,13.581939585921326
min758,female,14.202312792207792
min758,male,13.196463064182195
min759,female,13.351686493506493
min759,male,13.296679089026915
min76,female,2.278107424242424
min76,male,2.813176563146998
min760,female,13.664646125541125
min760,male,13.313390020703935
min761,female,13.442274134199135
min761,male,13.237528157349896
min762,female,13.975228961038962
min762,male,13.613476666666667
min763,female,13.676421774891775
min763,male,13.063132691511386
min764,female,13.41625448051948
min764,male,12.773713892339545
min765,female,13.565965692640692
min765,male,12.601696314699794
min766,female,13.475498354978354
min766,male,13.31227204968944
min767,female,13.516459047619048
min767,male,13.50587652173913
min768,female,13.34405287878788
min768,male,13.22335778467909
min769,female,13.996201558441559
min769,male,13.087885610766046
min77,female,2.465153116883117
min77,male,2.730300890269151
min770,female,13.696614761904762
min770,male,13.032785817805383
min771,female,13.79773803030303
min771,male,13.231646501035197
min772,female,14.347851601731602
min772,male,12.723675527950311
min773,female,14.435605757575757
min773,male,12.855976708074534
min774,female,14.234373354978356
min774,male,12.696738281573499
min775,female,14.451984956709957
min775,male,12.999245610766046
min776,female,14.3905862987013
min776,male,12.624252525879918
min777,female,14.529399632034632
min777,male,12.690018053830228
min778,female,14.68815316017316
min778,male,13.126769358178054
min779,female,14.422585108225109
min779,male,12.786693374741201
min78,female,2.4064897186147185
min78,male,2.9346499585921326
min780,female,14.565208852813853
min780,male,12.951489668737059
min781,female,14.175481774891775
min781,male,13.240368985507246
min782,female,14.77664961038961
min782,male,13.091862857142857
min783,female,14.575941753246752
min783,male,13.225452587991718
min784,female,14.0833429004329
min784,male,13.083014658385093
min785,female,14.041779285714286
min785,male,12.937995486542443
min786,female,14.463524264069264
min786,male,13.21932347826087
min787,female,14.02304064935065
min787,male,13.210078157349896
min788,female,14.121035476190476
min788,male,12.8877584057971
min789,female,13.964881558441558
min789,male,13.041755734989648
min79,female,2.1724224675324675
min79,male,3.120959523809524
min790,female,13.995325476190477
min790,male,12.775942732919255
min791,female,13.737199502164502
min791,male,13.219045859213251
min792,female,14.13332474025974
min792,male,12.931896149068322
min793,female,14.60180432900433
min793,male,12.59082652173913
min794,female,14.351905086580087
min794,male,12.766271966873706
min795,female,14.335176103896105
min795,male,12.700693188405797
min796,female,14.060200476190476
min796,male,13.012731759834368
min797,female,13.891365303030303
min797,male,12.295962463768117
min798,female,13.783822705627706
min798,male,12.9986333126294
min799,female,13.550390043290044
min799,male,12.893631283643892
min8,female,4.068135432900433
min8,male,4.79291033126294
min80,female,2.1141927056277057
min80,male,3.073702691511387
min800,female,13.66385145021645
min800,male,12.301961739130435
min801,female,13.598522142857142
min801,male,12.758226645962733
min802,female,13.715179307359307
min802,male,12.500502774327122
min803,female,13.452874848484848
min803,male,12.649417412008281
min804,female,13.987593138528139
min804,male,13.062246314699793
min805,female,13.763318787878788
min805,male,12.746387888198758
min806,female,13.929999761904762
min806,male,12.52492579710145
min807,female,13.783843528138528
min807,male,12.64198774327122
min808,female,13.682944588744588
min808,male,12.718806935817804
min809,female,13.361727445887446
min809,male,12.669475486542442
min81,female,1.9965075324675325
min81,male,2.802951532091097
min810,female,13.863470259740259
min810,male,12.334486749482402
min811,female,14.107160757575757
min811,male,12.554560144927537
min812,female,13.652872532467532
min812,male,12.526890910973085
min813,female,13.8755058008658
min813,male,12.898091366459628
min814,female,13.748526017316017
min814,male,12.526336169772257
min815,female,13.892647034632034
min815,male,12.453333581780537
min816,female,13.556614848484848
min816,male,12.574613892339544
min817,female,13.952150822510822
min817,male,12.624043933747412
min818,female,13.705876991341992
min818,male,12.942985010351967
min819,female,13.585275411255411
min819,male,12.563285921325052
min82,female,2.069160844155844
min82,male,2.8779353830227743
min820,female,13.539320844155844
min820,male,12.807922339544513
min821,female,13.959393593073592
min821,male,12.708263105590062
min822,female,14.046360086580087
min822,male,12.60872824016563
min823,female,13.416343333333334
min823,male,12.775849751552794
min824,female,14.193054761904762
min824,male,12.637090289855072
min825,female,13.73185341991342
min825,male,12.680826563146997
min826,female,13.616258614718614
min826,male,13.15251966873706
min827,female,13.065518441558442
min827,male,12.841492629399585
min828,female,13.153225454545455
min828,male,12.156801469979296
min829,female,13.209489848484848
min829,male,12.89639066252588
min83,female,1.9169850649350648
min83,male,3.000524761904762
min830,female,13.949499112554113
min830,male,12.687543333333334
min831,female,13.979411904761905
min831,male,13.165175672877847
min832,female,14.082946818181819
min832,male,13.06507685300207
min833,female,14.08812564935065
min833,male,12.89825966873706
min834,female,13.791985086580086
min834,male,12.871300703933748
min835,female,13.768549545454546
min835,male,12.89206182194617
min836,female,13.810506471861473
min836,male,12.596817701863355
min837,female,13.150690454545455
min837,male,12.817260082815736
min838,female,13.502462532467533
min838,male,12.948047287784679
min839,female,13.624281753246754
min839,male,12.625137204968944
min84,female,2.318371601731602
min84,male,3.104191014492754
min840,female,13.856718787878789
min840,male,12.856792981366459
min841,female,13.637717835497837
min841,male,13.025078633540373
min842,female,13.24209854978355
min842,male,13.009413188405798
min843,female,13.517896731601732
min843,male,12.699466645962733
min844,female,13.337775476190476
min844,male,13.08765115942029
min845,female,13.661813636363636
min845,male,13.409313022774327
min846,female,14.36151826839827
min846,male,13.382330351966873
min847,female,13.584035043290044
min847,male,13.202738447204968
min848,female,13.5763458008658
min848,male,13.15293569358178
min849,female,13.678484393939394
min849,male,13.091241801242235
min85,female,2.3655100865800867
min85,male,2.962360973084886
min850,female,13.273832272727272
min850,male,13.312208923395445
min851,female,13.490744956709957
min851,male,13.004879813664596
min852,female,14.069104653679654
min852,male,13.035635424430641
min853,female,13.86432471861472
min853,male,12.380438260869566
min854,female,13.635697683982684
min854,male,12.23899198757764
min855,female,13.773476558441558
min855,male,11.911680186335404
min856,female,14.025760021645022
min856,male,11.589602939958592
min857,female,13.848014761904762
min857,male,11.85226457556936
min858,female,14.269342164502165
min858,male,12.012868033126294
min859,female,14.146972943722943
min859,male,12.326310310559006
min86,female,2.2726744588744587
min86,male,2.9215001242236025
min860,female,13.587820432900433
min860,male,12.278705797101448
min861,female,13.363560324675325
min861,male,11.893405942028986
min862,female,13.588967575757575
min862,male,11.957414927536233
min863,female,13.69464093073593
min863,male,11.905102567287784
min864,female,13.631265281385282
min864,male,12.107869875776398
min865,female,13.988874891774891
min865,male,12.242685755693582
min866,female,14.073094480519481
min866,male,11.579507204968944
min867,female,14.207109393939394
min867,male,11.79021890269151
min868,female,14.180179242424243
min868,male,12.384867826086957
min869,female,13.940637597402597
min869,male,12.350017701863354
min87,female,2.1610088961038962
min87,male,2.6876185921325053
min870,female,13.6692512987013
min870,male,12.334721573498964
min871,female,13.955490844155843
min871,male,12.167586645962732
min872,female,13.914206428571429
min872,male,11.914730703933747
min873,female,13.7707779004329
min873,male,12.16452701863354
min874,female,13.219471212121212
min874,male,12.347677391304348
min875,female,12.654341298701299
min875,male,12.66980917184265
min876,female,13.336447142857143
min876,male,12.369345258799171
min877,female,13.370483744588745
min877,male,11.835662111801241
min878,female,13.233631406926406
min878,male,12.386248447204968
min879,female,13.211797922077922
min879,male,12.52197182194617
min88,female,2.3032204545454547
min88,male,2.814779109730849
min880,female,13.006742445887447
min880,male,12.012294451345756
min881,female,12.981722186147186
min881,male,11.843639813664597
min882,female,12.974054502164503
min882,male,11.632541904761904
min883,female,13.209265367965369
min883,male,12.075042505175983
min884,female,13.101706666666667
min884,male,12.190105424430643
min885,female,13.209344264069264
min885,male,12.757616708074535
min886,female,13.281418246753248
min886,male,12.672469358178054
min887,female,12.94149
min887,male,12.808429544513457
min888,female,12.954237251082251
min888,male,12.701598550724638
min889,female,13.361719285714285
min889,male,12.566791345755693
min89,female,2.2537090043290045
min89,male,2.6398987991718426
min890,female,13.415889199134199
min890,male,12.693413354037267
min891,female,13.535899329004328
min891,male,12.882996770186335
min892,female,13.99165974025974
min892,male,12.789886997929607
min893,female,13.73754077922078
min893,male,13.281966459627329
min894,female,13.19600893939394
min894,male,13.091604099378882
min895,female,13.778160281385281
min895,male,12.874821780538301
min896,female,13.750526601731602
min896,male,12.825544244306418
min897,female,13.668566861471861
min897,male,12.661914989648034
min898,female,13.950410497835499
min898,male,12.995716045548654
min899,female,13.891207142857143
min899,male,12.531328219461697
min9,female,3.6228040476190477
min9,male,4.642556314699793
min90,female,2.2148733116883115
min90,male,2.713608592132505
min900,female,13.984252727272727
min900,male,12.724392215320911
min901,female,13.78776816017316
min901,male,12.650771076604554
min902,female,13.352007575757575
min902,male,13.071059399585922
min903,female,13.236331796536797
min903,male,12.581859316770187
min904,female,13.180294155844155
min904,male,12.143073229813664
min905,female,13.260109567099567
min905,male,12.152675672877846
min906,female,13.254112467532467
min906,male,12.3062766873706
min907,female,13.244165865800866
min907,male,11.876855672877847
min908,female,13.331703463203464
min908,male,11.835449089026914
min909,female,13.074941926406927
min909,male,12.122843291925467
min91,female,2.3637843073593072
min91,male,2.8266736438923394
min910,female,13.259782316017317
min910,male,11.926793291925465
min911,female,13.45239354978355
min911,male,12.53773364389234
min912,female,13.528626255411256
min912,male,11.925086542443065
min913,female,13.66035487012987
min913,male,11.797299275362318
min914,female,13.765622987012987
min914,male,11.669300517598344
min915,female,13.563594264069264
min915,male,11.418178385093167
min916,female,14.19022448051948
min916,male,11.515346873706005
min917,female,14.30141316017316
min917,male,11.619437370600414
min918,female,14.06489090909091
min918,male,11.564612981366459
min919,female,13.294372813852814
min919,male,12.024628799171843
min92,female,2.2493821645021645
min92,male,2.769802236024845
min920,female,13.314574112554112
min920,male,11.882895279503105
min921,female,13.36862803030303
min921,male,12.028522360248447
min922,female,13.350163614718614
min922,male,12.147094389233954
min923,female,13.580998268398268
min923,male,12.248248881987578
min924,female,13.465567077922078
min924,male,12.035510372670808
min925,female,13.289654913419914
min925,male,12.418443498964804
min926,female,13.126037597402597
min926,male,11.95342966873706
min927,female,13.562280324675324
min927,male,12.073322132505176
min928,female,13.552682142857144
min928,male,11.52995536231884
min929,female,13.242027683982684
min929,male,11.971525652173913
min93,female,2.1373096536796536
min93,male,2.742746894409938
min930,female,13.36989106060606
min930,male,12.004925527950311
min931,female,13.471324783549784
min931,male,11.977110310559006
min932,female,13.35828803030303
min932,male,12.106970641821945
min933,female,13.404577987012987
min933,male,11.911870082815735
min934,female,13.16596803030303
min934,male,11.704159772256729
min935,female,13.79381541125541
min935,male,12.009871739130435
min936,female,13.73792512987013
min936,male,11.966489751552794
min937,female,13.735030346320347
min937,male,12.076624409937889
min938,female,13.62335038961039
min938,male,11.846088923395445
min939,female,13.60404632034632
min939,male,11.827708633540373
min94,female,2.131749264069264
min94,male,2.834593850931677
min940,female,12.936255476190476
min940,male,11.171991097308489
min941,female,13.245932056277056
min941,male,11.225089730848861
min942,female,13.692978701298701
min942,male,11.64506850931677
min943,female,13.232762575757576
min943,male,11.905881904761905
min944,female,12.78308393939394
min944,male,12.36011132505176
min945,female,13.447832164502165
min945,male,12.479524161490684
min946,female,13.287224004329005
min946,male,12.423294886128364
min947,female,13.565684177489178
min947,male,12.39476619047619
min948,female,13.249030822510823
min948,male,12.383945279503106
min949,female,13.050931147186148
min949,male,11.8861933747412
min95,female,2.1449206926406927
min95,male,2.678164182194617
min950,female,13.027735692640693
min950,male,11.908092960662525
min951,female,12.923014956709958
min951,male,12.046325362318841
min952,female,12.974116601731602
min952,male,12.336737701863354
min953,female,13.332588225108225
min953,male,12.331382546583852
min954,female,12.99602196969697
min954,male,12.29584817805383
min955,female,13.415970909090909
min955,male,11.924300041407868
min956,female,13.207302878787878
min956,male,12.32683966873706
min957,female,13.07699225108225
min957,male,12.410368881987578
min958,female,12.965016688311689
min958,male,12.34285016563147
min959,female,12.843767792207792
min959,male,12.404841242236024
min96,female,2.1700098051948054
min96,male,2.471495921325052
min960,female,12.954227662337662
min960,male,12.322832339544513
min961,female,13.105612965367966
min961,male,11.904187991718427
min962,female,13.237928203463204
min962,male,11.69732347826087
min963,female,13.839674437229437
min963,male,12.139727308488613
min964,female,13.709663484848486
min964,male,11.976315859213251
min965,female,13.101329285714286
min965,male,11.700041304347826
min966,female,13.79825264069264
min966,male,11.765119192546583
min967,female,13.247472770562771
min967,male,12.223240455486543
min968,female,13.05162922077922
min968,male,11.889242608695652
min969,female,13.320067121212121
min969,male,11.985528902691511
min97,female,2.2057433333333334
min97,male,2.686671097308489
min970,female,13.233278614718614
min970,male,12.06933867494824
min971,female,12.905787813852815
min971,male,11.87292387163561
min972,female,13.250289047619047
min972,male,11.736201407867494
min973,female,13.53118541125541
min973,male,12.140565879917185
min974,female,13.69988064935065
min974,male,12.413773913043478
min975,female,13.423292965367965
min975,male,12.203478881987577
min976,female,13.131948181818181
min976,male,11.764507080745341
min977,female,12.80091264069264
min977,male,11.40258370600414
min978,female,13.143400865800865
min978,male,11.467567888198758
min979,female,12.835701558441558
min979,male,11.14076513457557
min98,female,2.1215963852813853
min98,male,2.853183291925466
min980,female,13.21507261904762
min980,male,11.62510397515528
min981,female,12.940052121212121
min981,male,11.564652111801243
min982,female,13.259689458874458
min982,male,11.469769772256729
min983,female,13.13247632034632
min983,male,11.310318405797101
min984,female,13.241535822510823
min984,male,11.317331097308488
min985,female,13.075267467532468
min985,male,12.063733498964803
min986,female,13.338978441558442
min986,male,12.067929047619048
min987,female,13.67615893939394
min987,male,11.815432836438923
min988,female,13.73853357142857
min988,male,12.292537929606626
min989,female,13.773937510822511
min989,male,11.818751635610766
min99,female,2.0826789826839827
min99,male,2.7868134782608696
min990,female,13.72819132034632
min990,male,11.743334658385093
min991,female,13.81754867965368
min991,male,12.15231602484472
min992,female,13.291092337662338
min992,male,11.867616935817805
min993,female,13.35401251082251
min993,male,11.867029047619047
min994,female,13.185596493506493
min994,male,11.615465631469979
min995,female,13.024068073593073
min995,male,11.663535652173913
min996,female,12.96483222943723
min996,male,11.735412939958593
min997,female,12.709510822510822
min997,male,11.69708685300207
min998,female,13.176441060606061
min998,male,11.65295569358178
min999,female,13.16478170995671
min999,male,12.091916004140787
